Uniq_id,SKU,Name,Description,Price,Av_Score
e6d507d37586b24d789006129520d78e,pp5007150083,Danny & Nicole® Sleeveless Stripe Fit-and-Flare Dress - Plus,"Our figure-flattering fit-and-flare dress is designed in a bold stripe fabric with on-trend mixed materials. scoopneck sleeveless exposed zipper in back 43 length from shoulder polyester/spandex machine wash, line dry imported",103.94,4
bb95c76db841e59342547712ddf8f5f9,pp5007150083,Danny & Nicole® Sleeveless Stripe Fit-and-Flare Dress - Plus,"Our figure-flattering fit-and-flare dress is designed in a bold stripe fabric with on-trend mixed materials. scoopneck sleeveless exposed zipper in back 43 length from shoulder polyester/spandex machine wash, line dry imported",103.94,2.5
73897029b6b934b725bc2ea7febf4209,pp5007150083,Danny & Nicole® Sleeveless Stripe Fit-and-Flare Dress - Plus,"Our figure-flattering fit-and-flare dress is designed in a bold stripe fabric with on-trend mixed materials. scoopneck sleeveless exposed zipper in back 43 length from shoulder polyester/spandex machine wash, line dry imported",103.94,2
1da4f72882e8b91189342aa912ed45a3,pp5005740108,Azul by Maxine of Hollywood Flyaway Tankini Swim Top,"Go for bold with our black-and-white print tankini swim top featuring a flyaway front for maximum beach fun. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",55.6,1
d1c28131b81aee7e2daf76ffe3cf6a73,pp5006830284,Azul By Maxine Of Hollywood Foiled Again Empire-Waist Swimdress - Plus,"Bold and chic, this empire-waist swimdress will complement your curves and have you beach-ready in no time. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",116.03,3
d1cd9e562123c8756d26e752ce4b8713,pp5006830284,Azul By Maxine Of Hollywood Foiled Again Empire-Waist Swimdress - Plus,"Bold and chic, this empire-waist swimdress will complement your curves and have you beach-ready in no time. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",116.03,2
162623a600fb4859e6877208ea81a441,pp5006830279,Azul By Maxine Of Hollywood Foiled Again Shirred 1-pc. Swimsuit,"Bold and chic, this shirred one-piece swimsuit will complement your curves and have you beach-ready in no time. tank straps built-in soft cups tummy control partially lined nylon/elastane hand wash, line dry imported",103.94,3
2d5c82250fb86d9c60f79b0074a7db8f,pp5005850775,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"Head to the beach with confidence in our flattering black-and-white print knit swimdress. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,3.125
8c073afaee23ee8233664dd46d00d315,pp5005850775,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"Head to the beach with confidence in our flattering black-and-white print knit swimdress. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,2.875
e7e6f68fb989173165db8db59f05eabb,pp5005850777,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"The vibrant print and flattering styling of our v-neck swimdress will keep you feeling confident and comfortable throughout the season. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,2.375
703397740f5641042c1ef9e958387058,pp5005850777,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"The vibrant print and flattering styling of our v-neck swimdress will keep you feeling confident and comfortable throughout the season. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,3.125
dbd13ca0ff2556e933e0e082ff8e22b4,pp5005850777,Azul by Maxine of Hollywood Print 1-Piece Swimdress - Plus,"The vibrant print and flattering styling of our v-neck swimdress will keep you feeling confident and comfortable throughout the season. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,3
eb94955699d566447cc73a5eef833e97,pp5005710075,Azul by Maxine of Hollywood Print 1-Piece Swimdress,"Head to the beach with confidence in our flattering black-and-white print knit swimdress. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",103.94,2.444444444
37305a66af036c79914b87019e76895a,pp5005710076,Azul by Maxine of Hollywood Print 1-Piece Swimdress,"The vibrant print and flattering styling of our v-neck swimdress will keep you feeling confident and comfortable throughout the season. soft cups partially lined nylon/LYCRA® spandex hand wash, line dry imported",103.94,3.25
4efca310d907bbac13d3562a8a4f6dfb,pp5005710039,Azul by Maxine of Hollywood Print Tankini Swim Top or Solid Bottoms,,,3.625
a5bbec3e96bebc1a3f7664cb9f3c5e9e,pp5005790447,Azul by Maxine of Hollywood Shirred-Front 1-Piece Swimsuit - Plus,"Flattering front shirring and classic girl-leg styling give our 1-piece swimsuit perfect poolside polish. tummy control soft cups fully lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,2.5
4020078ec2d23a606bbaf015d4ba95b5,pp5005710134,Azul by Maxine of Hollywood Shirred-Front Girl-Leg 1-Piece Swimsuit - Plus,"Flattering front shirring and classic girl-leg styling give our 1-piece swimsuit perfect poolside polish. soft cups fully lined nylon/LYCRA® spandex hand wash, line dry imported",116.03,2.5
2eb41c89edb597299c9aab1728480b58,pp5005791625,Azul by Maxine of Hollywood Shirred-Front Spa 1-Piece Swimsuit,"Showcase your classic style at your next pool party or beachside getaway with our 1-piece knit swimsuit, designed with flattering front shirring and subtle shaping details.   molded soft cups powernet tummy control panel chlorine resistant partially lined polyester hand wash, line dry imported",103.94,3.5
9efc48aa03dbf453b1ab8bebf9703f2b,pp5005791625,Azul by Maxine of Hollywood Shirred-Front Spa 1-Piece Swimsuit,"Showcase your classic style at your next pool party or beachside getaway with our 1-piece knit swimsuit, designed with flattering front shirring and subtle shaping details.   molded soft cups powernet tummy control panel chlorine resistant partially lined polyester hand wash, line dry imported",103.94,3.625
7743f9a716e7fc9d9b587c6bb36c0c6f,pp5005791625,Azul by Maxine of Hollywood Shirred-Front Spa 1-Piece Swimsuit,"Showcase your classic style at your next pool party or beachside getaway with our 1-piece knit swimsuit, designed with flattering front shirring and subtle shaping details.   molded soft cups powernet tummy control panel chlorine resistant partially lined polyester hand wash, line dry imported",103.94,2.625
76dd97af00d0f7a2876771e9312b6db6,pp5005710040,Azul by Maxine of Hollywood Solid Hipster Swim Bottoms,"Make the most of your swim wardrobe with our versatile solid-color hipster bottoms that will coordinate with almost any swim top. nylon/LYCRA® spandex hand wash, line dry imported ",55.6,3.25
bedfb79e102d86559353d42ab8733c01,pp5005710040,Azul by Maxine of Hollywood Solid Hipster Swim Bottoms,"Make the most of your swim wardrobe with our versatile solid-color hipster bottoms that will coordinate with almost any swim top. nylon/LYCRA® spandex hand wash, line dry imported ",55.6,3
228e5c25e0eda6693ac8bf220af0ec16,pp5006830157,Azul By Maxine Of Hollywood® Stripe It Or Not Bandeau Blouson Tankini Swim Top or Hipster Swim Bottoms - Plus,,,3
25c9659a5b2f162ce345da75c034bcce,pp5006830157,Azul By Maxine Of Hollywood® Stripe It Or Not Bandeau Blouson Tankini Swim Top or Hipster Swim Bottoms - Plus,,,2.125
0bda51a25371200b67976de0d32bc558,pp5006830157,Azul By Maxine Of Hollywood® Stripe It Or Not Bandeau Blouson Tankini Swim Top or Hipster Swim Bottoms - Plus,,,2.875
8ef63d37b105184c431aeb7a5abdd61b,pp5006830157,Azul By Maxine Of Hollywood® Stripe It Or Not Bandeau Blouson Tankini Swim Top or Hipster Swim Bottoms - Plus,,,3.875
89d2894a56e35275f217a4499072a31a,pp5006830157,Azul By Maxine Of Hollywood® Stripe It Or Not Bandeau Blouson Tankini Swim Top - Plus,"Get ready to take a dip or enjoy some time in the sun with our bandeau blouson tankini swim top, designed with bold stripes to coordinate with your favorite solid bottoms.  adjustable straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",62.85,1
613a9e7635c7fa1bac23dd91f07e103f,pp5005740108,Azul by Maxine of Hollywood Tankini Swim Top or Skirted Bottoms,,,3.666666667
9ad448cd4c44412a6998dcd168aec826,pp5005740108,Azul by Maxine of Hollywood Tankini Swim Top or Skirted Bottoms,,,5
b5906363d3e89e99ee88172b0cfe182d,pp5005900266,Azul by Maxine of Hollywood Tiered Tankini Swim Top or Boardshorts - Plus,,,2.25
062ab2af65b02f59f96b79f9cd359f36,pp5005900266,Azul by Maxine of Hollywood Tiered Tankini Swim Top or Boardshorts - Plus,,,3.25
ac9d98ab87378d3b1a25f694dcd03107,pp5005900266,Azul by Maxine of Hollywood Tiered Tankini Swim Top or Hipster Bottoms - Plus,,,2.5
d1139bcf9e21090f71d259b597a0da2b,pp5005900266,Azul by Maxine of Hollywood Tiered Tankini Swim Top or Hipster Bottoms - Plus,,,3.125
e02d613c45a64599b9eb958af21943da,pp5006830283,Azul by Maxine Of Hollywood Tropi-Call Me Faux-Skirtini Swimdress - Plus,"Feminine and fun, this faux-skirtini swimdress will suit your style to a tee. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",116.03,3
7ca74b9d3ed97595a8f6451737094529,pp5006830278,Azul by Maxine Of Hollywood Tropi-Call Me Faux-Skirtini Swimdress,"Feminine and fun, this faux-skirtini swimdress will suit your style to a tee. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",103.94,3.375
1c702121fc0fcdb4a1fff5c533c1dcf1,pp5006830278,Azul by Maxine Of Hollywood Tropi-Call Me Faux-Skirtini Swimdress,"Feminine and fun, this faux-skirtini swimdress will suit your style to a tee. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",103.94,3.375
09faaf6ed722ff95e50088aebfcae8f3,pp5006830278,Azul by Maxine Of Hollywood Tropi-Call Me Faux-Skirtini Swimdress,"Feminine and fun, this faux-skirtini swimdress will suit your style to a tee. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",103.94,3.5
418b09dd3c4345df2fdc0953273e86a6,pp5006830278,Azul by Maxine Of Hollywood Tropi-Call Me Faux-Skirtini Swimdress,"Feminine and fun, this faux-skirtini swimdress will suit your style to a tee. tank straps built-in soft cups partially lined nylon/elastane hand wash, line dry imported",103.94,3.625
3fec42094939f5b87613feccc905bb20,pp5003630011,Azzure 2-Pack Decorative Pillows,    Rich hues and embroidered accents on this two pack of decorative pillows are an easy yet exquisite way to brighten up your room.     embroidered accents measures 20x20   Cotton with polyester fill. Spot clean. Imported.  ,43.51,5
02d3a51e6d8d16408f69f74c9c39f171,pp5006460431,Baby B’gosh® 2-pc. Embroidered Babydoll Set - Baby Girls newborn-24m,"Pretty florals and ruffles lend charm to this darling embroidered top and bloomers set. includes cap-sleeve top and bloomers top: embroidered yoke, fully lined, back-button closure bottom: tiered ruffle, cinched waist 100% cotton washable imported ",41.09,3.375
39edde5d2f290778f3bb3709cd743e35,pp5006460450,Baby B’gosh® Anchor Print Bodysuit - Baby Boys newborn-24m,"This soft, all-cotton bodysuit takes the guesswork out of dressing him by perfectly layering with his jeans, khakis and shorts. all-over anchor print short sleeves nickel-free snaps on reinforced panel jersey knit fabric 100% cotton washable imported",19.34,4.333333333
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
