category,sentiment,count
roman shades,Positive,3
room decor,Positive,1
rosetti,Negative,2
rosetti,Neutral,1
rosetti,Positive,2
royal velvet,Negative,27
royal velvet,Neutral,19
royal velvet,Positive,20
rugs,Negative,13
rugs,Neutral,8
rugs,Positive,14
runners,Negative,2
runners,Neutral,1
runners,Positive,5
running,Negative,2
running,Neutral,2
running,Positive,5
rustic,Negative,1
rustic,Positive,3
sale,Negative,688
sale,Neutral,347
sale,Positive,630
salon,Positive,1
samsung,Negative,30
samsung,Neutral,15
samsung,Positive,32
sandals $20-$30,Negative,5
sandals $20-$30,Neutral,9
sandals $20-$30,Positive,10
sandals $30-$40,Negative,1
sandals $30-$40,Positive,2
sandals & flip flops,Negative,58
sandals & flip flops,Neutral,29
sandals & flip flops,Positive,67
sandals over $40,Negative,10
sandals over $40,Neutral,6
sandals over $40,Positive,12
sandals under $20,Negative,7
sandals under $20,Neutral,3
sandals under $20,Positive,8
satchels,Positive,1
sauce & saute pans,Negative,2
sauce & saute pans,Neutral,3
sauce & saute pans,Positive,8
scalp & hair treatment,Negative,9
scalp & hair treatment,Neutral,4
scalp & hair treatment,Positive,13
school uniforms,Negative,55
school uniforms,Neutral,34
school uniforms,Positive,56
scrubs & lab coats,Negative,5
scrubs & lab coats,Neutral,6
scrubs & lab coats,Positive,8
sealy,Positive,2
search-results,Negative,90
search-results,Neutral,49
search-results,Positive,112
sectionals,Neutral,1
sectionals,Positive,2
seiko,Neutral,2
seiko,Positive,2
self-tanner for body,Negative,7
self-tanner for body,Neutral,6
self-tanner for body,Positive,10
self-tanner for face,Negative,1
september's birthstone,Positive,1
serveware,Negative,7
serveware,Neutral,4
serveware,Positive,3
sets,Negative,1
sets,Positive,1
seventeen,Negative,4
seventeen,Neutral,2
seventeen,Positive,3
sexy lingerie,Negative,3
sexy lingerie,Neutral,3
sexy lingerie,Positive,2
shapewear,Negative,13
shapewear,Neutral,10
shapewear,Positive,15
shapewear & girdles,Negative,85
shapewear & girdles,Neutral,47
shapewear & girdles,Positive,67
sheath dresses,Negative,9
sheath dresses,Neutral,5
sheath dresses,Positive,10
sheer curtains,Negative,2
sheer curtains,Neutral,3
sheer curtains,Positive,3
sheets,Negative,10
sheets,Neutral,8
sheets,Positive,11
shift dresses,Positive,1
shirts,Negative,52
shirts,Neutral,27
shirts,Positive,60
shirts & blouses,Negative,15
shirts & blouses,Neutral,12
shirts & blouses,Positive,24
shirts & tees,Negative,16
shirts & tees,Neutral,7
shirts & tees,Positive,17
shirts & tops,Negative,16
shirts & tops,Neutral,4
shirts & tops,Positive,4
shirts and tops,Positive,1
"shoe, handbag & accessories sale",Negative,39
"shoe, handbag & accessories sale",Neutral,13
"shoe, handbag & accessories sale",Positive,46
shoes,Negative,71
shoes,Neutral,40
shoes,Positive,87
shop all characters,Negative,10
shop all characters,Neutral,4
shop all characters,Positive,8
shop all_dummy,Negative,13
shop all_dummy,Neutral,7
shop all_dummy,Positive,12
shop by shoe width,Negative,30
shop by shoe width,Neutral,12
shop by shoe width,Positive,14
shop now,Negative,4
shop now,Neutral,2
shop now,Positive,10
shorts,Negative,123
shorts,Neutral,78
shorts,Positive,127
shorts & capris,Negative,59
shorts & capris,Neutral,33
shorts & capris,Positive,67
shorts & crops,Negative,17
shorts & crops,Neutral,5
shorts & crops,Positive,15
shorts & swim,Negative,19
shorts & swim,Neutral,14
shorts & swim,Positive,23
shorts & swimwear,Negative,1
shoulder bags,Negative,1
shoulder bags,Neutral,1
shoulder bags,Positive,1
shower curtains,Negative,14
shower curtains,Neutral,7
shower curtains,Positive,9
shrugs,Negative,19
shrugs,Neutral,9
shrugs,Positive,10
signature khakis,Negative,3
signature khakis,Positive,5
simplehuman,Negative,1
simplehuman,Positive,2
single serve brewers,Negative,1
single serve brewers,Positive,1
skate shop,Negative,3
skate shop,Neutral,1
skate shop,Positive,2
skechers,Negative,9
skechers,Neutral,4
skechers,Positive,11
skeleton watches,Negative,5
skeleton watches,Neutral,2
skeleton watches,Positive,2
skillets & frying pans,Negative,6
skillets & frying pans,Neutral,4
skillets & frying pans,Positive,6
skincare sets,Negative,7
skincare sets,Neutral,1
skincare sets,Positive,3
skinny,Negative,3
skinny,Neutral,4
skinny,Positive,4
skirts,Negative,28
skirts,Neutral,17
skirts,Positive,31
skirts & scooters,Negative,1
skorts,Negative,2
skorts,Neutral,2
skorts,Positive,2
sleep essentials,Negative,13
sleep essentials,Neutral,9
sleep essentials,Positive,12
sleepwear,Negative,33
sleepwear,Neutral,25
sleepwear,Positive,22
slim fit,Negative,12
slim fit,Neutral,7
slim fit,Positive,17
slim fit tees,Negative,3
slim fit tees,Neutral,2
slim fit tees,Positive,4
slingbacks,Negative,7
slingbacks,Neutral,9
slingbacks,Positive,7
slippers,Negative,12
slippers,Neutral,3
slippers,Positive,7
slips,Negative,3
slips,Neutral,1
slips,Positive,5
slow cookers & warmers,Negative,1
slow cookers & warmers,Neutral,1
slow cookers & warmers,Positive,1
small appliances,Negative,29
small appliances,Neutral,14
small appliances,Positive,27
small sizes 5 1/2 & under,Negative,14
small sizes 5 1/2 & under,Neutral,6
small sizes 5 1/2 & under,Positive,18
small sizes 7 1/2 & under,Negative,6
small sizes 7 1/2 & under,Neutral,2
small sizes 7 1/2 & under,Positive,3
smaller sizes,Negative,17
smaller sizes,Neutral,15
smaller sizes,Positive,32
sneakers,Negative,34
sneakers,Neutral,19
sneakers,Positive,36
socks,Negative,24
socks,Neutral,11
socks,Positive,22
"socks, hosiery & tights",Negative,14
"socks, hosiery & tights",Neutral,10
"socks, hosiery & tights",Positive,12
"socks, leggings & tights",Negative,11
"socks, leggings & tights",Neutral,11
"socks, leggings & tights",Positive,11
sofas,Negative,9
sofas,Positive,3
sofas & sectionals,Negative,2
sofas & sectionals,Positive,1
sofia cultured pearls,Negative,2
sofia cultured pearls,Neutral,1
sofia cultured pearls,Positive,5
sofia the first,Negative,2
sofia the first,Neutral,1
soft pants,Negative,5
soft pants,Neutral,2
soft pants,Positive,6
solitaire rings,Neutral,1
spa tools,Negative,24
spa tools,Neutral,15
spa tools,Positive,9
special occasion,Negative,14
special occasion,Neutral,8
special occasion,Positive,7
special occasion shoes,Negative,14
special occasion shoes,Neutral,10
special occasion shoes,Positive,9
specialty appliances,Negative,3
specialty appliances,Neutral,1
specialty appliances,Positive,3
specialty electrics,Negative,10
specialty electrics,Neutral,4
specialty electrics,Positive,11
speedo,Neutral,1
speedo,Positive,1
spinner luggage,Negative,2
spinner luggage,Neutral,2
spinner luggage,Positive,4
sponges & applicators,Negative,9
sponges & applicators,Neutral,3
sponges & applicators,Positive,10
sport coats,Negative,1
sport coats,Neutral,2
sport coats,Positive,5
sporting goods & outdoor play,Negative,5
sporting goods & outdoor play,Neutral,1
sporting goods & outdoor play,Positive,4
sports apparel,Negative,8
sports apparel,Neutral,3
sports apparel,Positive,10
sports bras,Negative,34
sports bras,Neutral,22
sports bras,Positive,29
spring break shop,Positive,2
st. john's bay,Negative,64
st. john's bay,Neutral,27
st. john's bay,Positive,54
stackable rings,Negative,2
stackable rings,Neutral,3
stackable rings,Positive,2
stafford,Negative,37
stafford,Neutral,18
stafford,Positive,28
star wars,Negative,10
star wars,Neutral,4
star wars,Positive,10
sterling silver & silver plated,Negative,1
sterling silver & silver plated,Positive,1
sterling silver jewelry,Negative,3
sterling silver jewelry,Neutral,3
sterling silver jewelry,Positive,5
sterling silver rings,Negative,1
sterling silver rings,Positive,3
storage & organization,Negative,32
storage & organization,Neutral,19
storage & organization,Positive,25
storage furniture,Negative,4
storage furniture,Positive,2
straight,Negative,28
straight,Neutral,11
straight,Positive,17
strapless & convertible,Negative,6
strapless & convertible,Positive,2
stud earrings,Neutral,2
stud earrings,Positive,2
study essentials,Negative,2
study essentials,Neutral,1
study essentials,Positive,1
stuffed animals,Positive,2
styling products,Negative,1
styling products,Positive,1
stylus,Negative,59
stylus,Neutral,28
stylus,Positive,49
suit separates,Negative,51
suit separates,Neutral,29
suit separates,Positive,56
suited separates,Negative,6
suited separates,Neutral,1
suited separates,Positive,2
suits & separates,Negative,12
suits & separates,Neutral,9
suits & separates,Positive,12
suits & sport coats,Negative,37
suits & sport coats,Neutral,12
suits & sport coats,Positive,34
suits & sportcoats,Negative,27
suits & sportcoats,Neutral,15
suits & sportcoats,Positive,27
suits & suit separates,Negative,3
suits & suit separates,Neutral,2
suits & suit separates,Positive,3
suits and sport coats,Negative,9
suits and sport coats,Neutral,4
suits and sport coats,Positive,6
summer infant,Neutral,1
summer infant,Positive,1
sunbeam,Negative,7
sunbeam,Neutral,4
sunbeam,Positive,6
sundresses,Negative,4
sundresses,Neutral,4
sundresses,Positive,1
sunscreen,Negative,11
sunscreen,Neutral,9
sunscreen,Positive,15
sure fit,Negative,4
sure fit,Positive,2
sweater dresses,Negative,1
sweaters,Negative,54
sweaters,Neutral,31
sweaters,Positive,59
sweaters & cardigans,Negative,60
sweaters & cardigans,Neutral,26
sweaters & cardigans,Positive,41
sweatshirts & hoodies,Negative,4
sweatshirts & hoodies,Neutral,2
sweatshirts & hoodies,Positive,5
swim,Negative,6
swim,Neutral,4
swim,Positive,4
swim bottoms,Positive,1
swim dress,Negative,3
swim dress,Positive,9
swim shirts,Negative,2
swim shirts,Neutral,2
swim shirts,Positive,3
swim shorts,Negative,3
swim shorts,Neutral,1
swim shorts,Positive,3
swim tops,Negative,2
swim tops,Neutral,2
swim trunks,Negative,1
swim trunks,Neutral,1
swimsuits,Negative,20
swimsuits,Neutral,13
swimsuits,Positive,20
swimsuits & cover-ups,Negative,16
swimsuits & cover-ups,Neutral,7
swimsuits & cover-ups,Positive,11
swimwear,Negative,49
swimwear,Neutral,22
swimwear,Positive,35
t-shirt bras,Negative,10
t-shirt bras,Neutral,7
t-shirt bras,Positive,9
t-shirts,Negative,19
t-shirts,Neutral,12
t-shirts,Positive,20
t-shirts & knit tops,Negative,30
t-shirts & knit tops,Neutral,15
t-shirts & knit tops,Positive,22
t-shirts & polos,Negative,1
t-shirts & polos,Positive,1
t-shirts & tanks,Negative,30
t-shirts & tanks,Neutral,9
t-shirts & tanks,Positive,30
table & desk lamps,Negative,4
table & desk lamps,Neutral,5
table & desk lamps,Positive,6
table linens,Negative,8
table linens,Neutral,1
table linens,Positive,12
tables,Neutral,1
tables,Positive,1
tabletop,Negative,5
tabletop,Neutral,4
tabletop,Positive,3
tag free underwear,Negative,3
tag free underwear,Neutral,1
tag free underwear,Positive,4
tall,Negative,5
tall,Neutral,3
tall,Positive,6
tall boots,Negative,2
tall boots,Neutral,4
tall boots,Positive,4
tankinis,Negative,3
tankinis,Positive,1
tanks,Negative,14
tanks,Neutral,3
tanks,Positive,20
tanks & camis,Negative,6
tanks & camis,Neutral,9
tanks & camis,Positive,9
tapout,Positive,1
teen bedding,Negative,15
teen bedding,Neutral,11
teen bedding,Positive,20
teens' rooms,Negative,33
teens' rooms,Neutral,18
teens' rooms,Positive,42
tfal,Positive,1
the bijoux bar @ jcp,Negative,3
the bijoux bar @ jcp,Neutral,2
the christmas shop,Negative,3
the christmas shop,Neutral,2
the essential shop,Negative,2
the essential shop,Positive,1
the foundry supply co.,Negative,5
the foundry supply co.,Neutral,2
the foundry supply co.,Positive,2
the getaway shop,Negative,2
the getaway shop,Neutral,2
the getaway shop,Positive,2
the outdoor shop,Negative,8
the outdoor shop,Neutral,6
the outdoor shop,Positive,12
the vacation shop,Negative,4
the vacation shop,Neutral,6
the vacation shop,Positive,6
the wedding shop,Negative,24
the wedding shop,Neutral,11
the wedding shop,Positive,27
thermal underwear,Negative,1
thermal underwear,Neutral,1
thermal underwear,Positive,2
thermals,Negative,8
thermals,Neutral,7
thermals,Positive,9
thermals & henleys,Negative,11
thermals & henleys,Neutral,2
thermals & henleys,Positive,9
three stone rings,Positive,1
throw rugs & accent rugs,Neutral,1
throw rugs & accent rugs,Positive,1
tie accessories & more,Negative,4
tie accessories & more,Neutral,3
tie accessories & more,Positive,6
ties & accessories,Negative,7
ties & accessories,Neutral,3
ties & accessories,Positive,8
timex,Negative,5
timex,Neutral,1
timex,Positive,3
tinted moisturizer,Negative,4
tinted moisturizer,Neutral,2
tinted moisturizer,Positive,9
toasters & ovens,Negative,8
toasters & ovens,Neutral,6
toasters & ovens,Positive,10
toddler bedding,Negative,2
toddler furniture,Positive,1
top gifts,Negative,13
top gifts,Neutral,6
top gifts,Positive,11
top gifts under $25,Negative,3
top gifts under $25,Neutral,1
top gifts under $25,Positive,4
top gifts under $50,Negative,2
top gifts under $50,Neutral,2
top gifts under $50,Positive,3
top picks,Negative,3
top picks,Neutral,2
top picks,Positive,3
topcoats & overcoats,Negative,3
topcoats & overcoats,Neutral,1
topcoats & overcoats,Positive,1
tops,Negative,146
tops,Neutral,63
tops,Positive,124
tops & t-shirts,Negative,15
tops & t-shirts,Neutral,10
tops & t-shirts,Positive,14
tops & tees,Negative,6
tops & tees,Neutral,2
tops & tees,Positive,4
"tops,tanks & camis",Negative,2
"tops,tanks & camis",Neutral,5
"tops,tanks & camis",Positive,2
total girl,Negative,2
total girl,Neutral,3
total girl,Positive,5
totes,Negative,4
totes,Neutral,1
totes,Positive,2
tough duck,Negative,4
tough duck,Neutral,1
tough duck,Positive,3
track-arm,Positive,1
training,Negative,13
training,Neutral,4
training,Positive,4
travel & coffee mugs,Negative,1
travel accessories,Negative,4
travel accessories,Neutral,1
travel accessories,Positive,5
trending now,Negative,9
trending now,Neutral,2
trending now,Positive,8
trendy  tops,Positive,1
trendy collections,Negative,1
trendy collections,Positive,3
trendy dresses,Negative,3
trendy dresses,Positive,1
trendy plus,Negative,5
trendy plus,Neutral,3
trendy plus,Positive,9
trendy sweaters,Negative,1
trendy tops,Negative,7
trendy tops,Neutral,4
trendy tops,Positive,10
trimshaper,Negative,7
trimshaper,Neutral,1
trimshaper,Positive,4
tunic,Negative,5
tunic,Positive,1
tuxedos & formal wear,Negative,3
tuxedos & formal wear,Neutral,2
tuxedos & formal wear,Positive,5
twin load washers,Negative,4
twin load washers,Neutral,3
twin load washers,Positive,3
twin mattresses,Negative,2
twin mattresses,Neutral,3
u.s. polo assn.,Negative,1
umbra,Positive,1
umbrellas & covers,Negative,1
umbrellas & covers,Neutral,1
umbrellas & covers,Positive,1
under $10,Negative,22
under $10,Neutral,16
under $10,Positive,15
under $100,Negative,1
under $20,Negative,2
under $20,Neutral,3
under $20,Positive,4
under $20 boots,Negative,2
under $20 boots,Positive,5
under $25,Negative,61
under $25,Neutral,25
under $25,Positive,53
under $30,Negative,6
under $30,Neutral,2
under $30,Positive,4
under $50,Negative,55
under $50,Neutral,38
under $50,Positive,58
underwear,Negative,17
underwear,Neutral,5
underwear,Positive,12
underwear & socks,Negative,80
underwear & socks,Neutral,48
underwear & socks,Positive,72
underwire bras,Negative,21
underwire bras,Neutral,12
underwire bras,Positive,22
vacuums & floorcare,Negative,56
vacuums & floorcare,Neutral,29
vacuums & floorcare,Positive,51
valances,Negative,17
valances,Neutral,8
valances,Positive,23
valentine's day,Negative,1
valentine's day,Positive,1
value & gift sets,Negative,2
value & gift sets,Neutral,3
value & gift sets,Positive,3
value sets,Negative,17
value sets,Neutral,7
value sets,Positive,19
van heusen,Neutral,2
van heusen,Positive,3
vanity fair,Negative,1
vanity fair,Neutral,1
vanity fair,Positive,6
vans,Negative,2
vest,Negative,4
vest,Neutral,1
vest,Positive,3
vests,Negative,7
vests,Neutral,6
vests,Positive,8
view all,Negative,759
view all,Neutral,381
view all,Positive,750
view all Stafford,Negative,32
view all Stafford,Neutral,7
view all Stafford,Positive,20
view all accessories,Negative,32
view all accessories,Neutral,20
view all accessories,Positive,28
view all active,Negative,20
view all active,Neutral,14
view all active,Positive,30
view all adidas,Negative,3
view all adidas,Neutral,3
view all adidas,Positive,5
view all arizona,Negative,24
view all arizona,Neutral,10
view all arizona,Positive,21
view all baby gear,Negative,5
view all baby gear,Neutral,3
view all baby gear,Positive,5
view all baby toddler clothing,Negative,4
view all baby toddler clothing,Neutral,1
view all baby toddler clothing,Positive,3
view all bath & shower,Positive,1
view all bedding,Negative,39
view all bedding,Neutral,15
view all bedding,Positive,48
view all bedroom furniture,Negative,5
view all bedroom furniture,Neutral,6
view all bedroom furniture,Positive,4
view all big & tall shirts,Negative,13
view all big & tall shirts,Neutral,6
view all big & tall shirts,Positive,11
view all big & tall underwear & socks,Neutral,3
view all big & tall underwear & socks,Positive,5
view all big & tall workout clothes,Negative,5
view all big & tall workout clothes,Neutral,3
view all big & tall workout clothes,Positive,1
view all boys 4-7,Negative,5
view all boys 4-7,Neutral,1
view all boys 4-7,Positive,3
view all boys 8-20,Negative,5
view all boys 8-20,Neutral,1
view all boys 8-20,Positive,7
view all brands,Negative,632
view all brands,Neutral,325
view all brands,Positive,627
view all clothing,Negative,45
view all clothing,Neutral,17
view all clothing,Positive,34
view all coats,Negative,2
view all coats,Neutral,1
view all coats,Positive,5
view all collections,Negative,5
view all collections,Neutral,2
view all collections,Positive,1
view all cook & dine,Negative,36
view all cook & dine,Neutral,16
view all cook & dine,Positive,25
view all decor,Negative,3
view all decor,Neutral,3
view all decor,Positive,10
view all diamond jewelry,Negative,1
view all dining & entertaining,Negative,8
view all dining & entertaining,Neutral,3
view all dining & entertaining,Positive,11
view all dockers,Negative,12
view all dockers,Neutral,5
view all dockers,Positive,7
view all eye makeup,Negative,1
view all eye makeup,Neutral,3
view all eye makeup,Positive,5
view all face makeup,Negative,5
view all face makeup,Neutral,1
view all face makeup,Positive,3
view all fine jewelry,Negative,2
view all fine jewelry,Neutral,2
view all fine jewelry,Positive,4
view all furniture,Negative,18
view all furniture,Neutral,4
view all furniture,Positive,9
"view all gadgets, games & outdoor",Negative,4
"view all gadgets, games & outdoor",Neutral,2
"view all gadgets, games & outdoor",Positive,2
view all gemstones,Negative,7
view all gemstones,Positive,5
view all golf apparel,Negative,8
view all golf apparel,Neutral,3
view all golf apparel,Positive,4
view all graphic tees,Negative,1
view all guys,Negative,18
view all guys,Neutral,8
view all guys,Positive,33
view all guys clearance,Negative,6
view all guys clearance,Neutral,4
view all guys clearance,Positive,7
view all guys levis,Negative,16
view all guys levis,Neutral,10
view all guys levis,Positive,21
view all guys shirts,Negative,20
view all guys shirts,Neutral,3
view all guys shirts,Positive,15
view all guys underwear & socks,Negative,15
view all guys underwear & socks,Neutral,6
view all guys underwear & socks,Positive,13
view all handbags & wallets,Negative,3
view all handbags & wallets,Positive,4
view all hoodies & sweatshirts,Negative,13
view all hoodies & sweatshirts,Neutral,8
view all hoodies & sweatshirts,Positive,18
view all jeans,Negative,14
view all jeans,Neutral,7
view all jeans,Positive,14
view all kids & teens rooms,Negative,18
view all kids & teens rooms,Neutral,9
view all kids & teens rooms,Positive,24
view all kitchen,Negative,23
view all kitchen,Neutral,11
view all kitchen,Positive,17
view all kitchen & dining furniture,Negative,1
view all kitchen & dining furniture,Positive,1
view all lee,Negative,1
view all lee,Neutral,2
view all lee,Positive,6
view all lip treatments,Negative,1
view all lip treatments,Neutral,4
view all lip treatments,Positive,5
view all living room furniture,Negative,2
view all living room furniture,Neutral,2
view all living room furniture,Positive,1
view all luggage,Negative,10
view all luggage,Neutral,5
view all luggage,Positive,11
view all maternity,Negative,5
view all maternity,Neutral,2
view all maternity,Positive,1
view all men's watches,Negative,1
view all men's watches,Positive,1
view all mens clearance,Negative,10
view all mens clearance,Neutral,6
view all mens clearance,Positive,20
view all mens shirts,Negative,22
view all mens shirts,Neutral,8
view all mens shirts,Positive,12
view all mens shorts,Negative,6
view all mens shorts,Neutral,4
view all mens shorts,Positive,9
view all moisturizers,Negative,5
view all moisturizers,Neutral,2
view all moisturizers,Positive,3
view all nike apparel,Negative,2
view all nike apparel,Neutral,1
view all nike apparel,Positive,5
view all panties,Negative,9
view all panties,Neutral,6
view all panties,Positive,9
view all pants,Negative,15
view all pants,Neutral,4
view all pants,Positive,9
view all petite,Negative,29
view all petite,Neutral,21
view all petite,Positive,46
view all rings,Neutral,1
view all rings,Positive,2
view all sale,Negative,46
view all sale,Neutral,24
view all sale,Positive,55
view all scarves & wraps,Negative,3
view all scarves & wraps,Neutral,2
view all scarves & wraps,Positive,1
view all shorts,Negative,8
view all shorts,Neutral,1
view all shorts,Positive,7
view all suits & sport coats,Negative,7
view all suits & sport coats,Neutral,2
view all suits & sport coats,Positive,5
view all t-shirts,Negative,1
view all t-shirts,Neutral,2
view all t-shirts,Positive,4
view all ties & accessories,Negative,2
view all ties & accessories,Neutral,1
view all ties & accessories,Positive,3
view all toddler girls 2t-5t,Negative,2
view all toddler girls 2t-5t,Neutral,1
view all toddler girls 2t-5t,Positive,5
view all toys,Negative,16
view all toys,Neutral,6
view all toys,Positive,11
view all treatments,Negative,8
view all treatments,Neutral,3
view all treatments,Positive,10
view all watches,Negative,5
view all watches,Neutral,3
view all watches,Positive,4
view all women's,Neutral,2
view all women's watches,Negative,2
vintage chic,Negative,5
vintage chic,Neutral,2
vintage chic,Positive,2
wall decor,Negative,5
wall decor,Neutral,4
wall decor,Positive,9
wall ovens,Negative,7
wall ovens,Neutral,8
wall ovens,Positive,17
wallets,Negative,4
wallets,Neutral,2
wallets,Positive,7
wallets & accessories,Negative,3
wallets & accessories,Positive,1
wallets & wristlets,Negative,1
wallets & wristlets,Neutral,2
wallets & wristlets,Positive,1
washable rugs,Negative,33
washable rugs,Neutral,10
washable rugs,Positive,35
watches,Neutral,1
watches under $100,Negative,4
watches under $100,Neutral,3
watches under $100,Positive,4
wear to work,Negative,25
wear to work,Neutral,9
wear to work,Positive,25
wear to work pants,Negative,4
wear to work pants,Neutral,1
wear to work pants,Positive,3
wedding,Negative,18
wedding,Neutral,7
wedding,Positive,24
wedding bands,Negative,5
wedding bands,Neutral,1
wedding bands,Positive,1
wedding dresses,Negative,1
wedding dresses,Positive,1
wedding guest dresses,Negative,12
wedding guest dresses,Neutral,6
wedding guest dresses,Positive,5
wedge boots,Negative,3
wedge boots,Neutral,2
wedge boots,Positive,3
wedge sandals,Negative,15
wedge sandals,Neutral,4
wedge sandals,Positive,9
wedges,Negative,11
wedges,Neutral,7
wedges,Positive,13
weekend wear,Negative,1
wide calf boots,Negative,17
wide calf boots,Neutral,7
wide calf boots,Positive,20
wide width shoes,Negative,33
wide width shoes,Neutral,10
wide width shoes,Positive,25
wide widths,Negative,22
wide widths,Neutral,9
wide widths,Positive,30
wides,Negative,32
wides,Neutral,13
wides,Positive,31
window,Negative,1
window,Neutral,3
window treatments,Negative,54
window treatments,Neutral,26
window treatments,Positive,42
windows,Positive,1
wine & bar accessories,Negative,1
wine & bar accessories,Neutral,2
winter & rain boots,Negative,4
winter & rain boots,Positive,1
"winter hats, scarves, gloves",Negative,4
wireless bras,Negative,16
wireless bras,Neutral,7
wireless bras,Positive,13
women,Negative,33
women,Neutral,23
women,Positive,29
women's apparel,Negative,7
women's apparel,Positive,3
women's clothing,Negative,29
women's clothing,Neutral,10
women's clothing,Positive,16
women's coats & jackets,Negative,19
women's coats & jackets,Neutral,8
women's coats & jackets,Positive,15
women's cold weather accessories,Negative,16
women's cold weather accessories,Neutral,4
women's cold weather accessories,Positive,6
women's graphic tees,Negative,3
women's graphic tees,Neutral,1
women's graphic tees,Positive,2
women's jeans,Negative,18
women's jeans,Neutral,11
women's jeans,Positive,21
women's pants,Negative,47
women's pants,Neutral,25
women's pants,Positive,42
women's shoes,Negative,4
women's shoes,Neutral,2
women's shoes,Positive,4
women's shorts,Negative,10
women's shorts,Neutral,4
women's shorts,Positive,11
women's sleepwear,Negative,32
women's sleepwear,Neutral,13
women's sleepwear,Positive,30
women's sweaters,Negative,8
women's sweaters,Neutral,4
women's sweaters,Positive,4
women's swimwear,Negative,21
women's swimwear,Neutral,17
women's swimwear,Positive,23
women's watches,Negative,5
women's watches,Neutral,1
women's watches,Positive,3
womens,Negative,27
womens,Neutral,13
womens,Positive,18
womens scrubs & workwear,Negative,18
womens scrubs & workwear,Neutral,1
womens scrubs & workwear,Positive,11
womens sneakers,Negative,7
womens sneakers,Neutral,2
womens sneakers,Positive,3
wool blend coats,Negative,4
wool blend coats,Neutral,1
wool blend coats,Positive,3
wool coats,Negative,5
wool coats,Neutral,1
wool coats,Positive,5
work boots,Negative,4
work boots,Positive,1
work shoes,Negative,18
work shoes,Neutral,11
work shoes,Positive,16
workout clothes,Negative,32
workout clothes,Neutral,21
workout clothes,Positive,37
workwear & scrubs,Negative,4
workwear & scrubs,Neutral,1
workwear & scrubs,Positive,3
workwear shirts,Negative,5
workwear shirts,Neutral,6
workwear shirts,Positive,6
workwear t-shirts,Negative,3
workwear t-shirts,Neutral,1
workwear t-shirts,Positive,6
worthington,Negative,39
worthington,Neutral,21
worthington,Positive,41
wrangler,Neutral,2
wrangler,Positive,1
xersion,Negative,40
xersion,Neutral,22
xersion,Positive,33
yoga,Negative,1
yoga,Neutral,2
yoga,Positive,2
young men,Negative,3
young men,Neutral,2
young men,Positive,1
zeroxposur,Negative,6
zeroxposur,Neutral,5
zeroxposur,Positive,7
zoo york,Negative,3
zoo york,Neutral,1
zoo york,Positive,2
